XTSE/XBZ,BlackRock Asset Management Canada Ltd (XBZ) Adjusted Stock Prices
XTSE/XMV_UADJ,BlackRock Asset Management Canada Ltd (XMV) Unadjusted Stock Prices
XTSE/ZSP,BMO Asset Management Inc (ZSP) Adjusted Stock Prices
XTSE/ZWH,BMO Asset Management Inc (ZWH) Adjusted Stock Prices
XTSE/ALA,AltaGas Ltd (ALA) Adjusted Stock Prices
XTSE/BAM_A_UADJ,Brookfield Asset Management Inc. (BAM.A) Unadjusted Stock Prices
XTSE/ASP_UADJ,Acerus Pharmaceuticals Corp (ASP) Unadjusted Stock Prices
XTSE/BIP_PR_A,Brookfield Infrastructure Partners L.P (BIP_PR_A) Adjusted Stock Prices
XTSE/DRM_UADJ,DREAM Unlimited Corp (DRM) Unadjusted Stock Prices
XTSE/BBD_A,Bombardier Inc. (BBD_A) Adjusted Stock Prices
XTSE/AEI,Arsenal Energy Inc. (AEI) Adjusted Stock Prices
XTSE/BGI_UN,Brookfield Global Infrastructure Securities Income Fund (BGI_UN) Adjusted Stock Prices
XTSE/BUI,"Buhler Industries, Inc. (BUI) Adjusted Stock Prices"
XTSE/AGI_UADJ,Alamos Gold Inc. (AGI) Unadjusted Stock Prices
XTSE/CED_UADJ,First Asset Investment Management Inc (CED) Unadjusted Stock Prices
XTSE/AGI_WT,Alamos Gold Inc. (AGI_WT) Adjusted Stock Prices
XTSE/CGL_UADJ,BlackRock Investments Canada Inc (CGL) Unadjusted Stock Prices
XTSE/CHP_UN_UADJ,Choice Properties Real Estate Investment Trust (CHP.UN) Unadjusted Stock Prices
XTSE/BR_UADJ,Big Rock Brewery Inc (BR) Unadjusted Stock Prices
XTSE/BSE_UN,Brookfield Soundvest Equity Fund (BSE_UN) Adjusted Stock Prices
XTSE/ARX,ARC Resources Ltd (ARX) Adjusted Stock Prices
XTSE/AYA,Amaya Inc (AYA) Adjusted Stock Prices
XTSE/BIG_D_UADJ,Big 8 Spilt Inc. (BIG.D) Unadjusted Stock Prices
XTSE/BIG_D,Big 8 Spilt Inc. (BIG_D) Adjusted Stock Prices
XTSE/BCE_PR_I_UADJ,BCE Inc (BCE.PR.I) Unadjusted Stock Prices
XTSE/BMO_PR_T_UADJ,Bank of Montreal (BMO.PR.T) Unadjusted Stock Prices
XTSE/BPO_PR_W,Brookfield Office Properties Inc (BPO_PR_W) Adjusted Stock Prices
XTSE/CNU_UADJ,Cnooc Ltd. (CNU) Unadjusted Stock Prices
XTSE/CPX,Capital Power Corp (CPX) Adjusted Stock Prices
XTSE/BRF_PR_A,Brookfield Renewable Power Preferred Equity Inc (BRF_PR_A) Adjusted Stock Prices
XTSE/BND,Purpose Investments Inc (BND) Adjusted Stock Prices
XTSE/BNS_PR_N,Bank Of Nova Scotia (BNS_PR_N) Adjusted Stock Prices
XTSE/CTX,Crescita Therapeutics Inc (CTX) Adjusted Stock Prices
XTSE/CVE_UADJ,Cenovus Energy Inc (CVE) Unadjusted Stock Prices
XTSE/BOY,Boyuan Construction Group Inc (BOY) Adjusted Stock Prices
XTSE/BPO_PR_Y_UADJ,Brookfield Office Properties Inc (BPO.PR.Y) Unadjusted Stock Prices
XTSE/BPO_PR_X_UADJ,Brookfield Office Properties Inc (BPO.PR.X) Unadjusted Stock Prices
XTSE/CLU_A_UADJ,BlackRock Investments Canada Inc (CLU.A) Unadjusted Stock Prices
XTSE/ESP,Espial Group Inc (ESP) Adjusted Stock Prices
XTSE/BTE_UADJ,Baytex Energy Corp (BTE) Unadjusted Stock Prices
XTSE/CBH_UADJ,BlackRock Investments Canada Inc (CBH) Unadjusted Stock Prices
XTSE/CIE_A,BlackRock Investments Canada Inc (CIE_A) Adjusted Stock Prices
XTSE/CKE_UADJ,Chinook Energy Inc (CKE) Unadjusted Stock Prices
XTSE/CDH_UADJ,"Corridor Resources, Inc. (CDH) Unadjusted Stock Prices"
XTSE/CCL_B_UADJ,CCL Industries Inc. (CCL.B) Unadjusted Stock Prices
XTSE/CED,First Asset Investment Management Inc (CED) Adjusted Stock Prices
XTSE/CRP,Ceres Global Ag Corp (CRP) Adjusted Stock Prices
XTSE/CDZ,BlackRock Investments Canada Inc (CDZ) Adjusted Stock Prices
XTSE/ENB_PR_P,Enbridge Inc (ENB_PR_P) Adjusted Stock Prices
XTSE/DRX,ADF Group Inc (DRX) Adjusted Stock Prices
XTSE/CGI_PR_D_UADJ,Canadian General Investments Ltd. (CGI.PR.D) Unadjusted Stock Prices
XTSE/DIR_UN_UADJ,Dream Industrial Real Estate Investment Trust (DIR.UN) Unadjusted Stock Prices
XTSE/EFN_PR_C,Element Financial Corp (EFN_PR_C) Adjusted Stock Prices
XTSE/CIG_UADJ,Colliers International Group Inc (CIG) Unadjusted Stock Prices
XTSE/CPX_PR_A_UADJ,Capital Power Corp (CPX.PR.A) Unadjusted Stock Prices
XTSE/CWO_A_UADJ,BlackRock Investments Canada Inc (CWO.A) Unadjusted Stock Prices
XTSE/ENB_PR_J_UADJ,Enbridge Inc (ENB.PR.J) Unadjusted Stock Prices
XTSE/CP_UADJ,Canadian Pacific Railway Ltd (CP) Unadjusted Stock Prices
XTSE/CLU_C,BlackRock Investments Canada Inc (CLU_C) Adjusted Stock Prices
XTSE/CU_X_UADJ,Canadian Utilities Ltd. (CU.X) Unadjusted Stock Prices
XTSE/CU_PR_I,Canadian Utilities Ltd. (CU_PR_I) Adjusted Stock Prices
XTSE/DAQ_WT,Dundee Acquisition Ltd (DAQ_WT) Adjusted Stock Prices
XTSE/CPD_UADJ,BlackRock Investments Canada Inc (CPD) Unadjusted Stock Prices
XTSE/CWB_UADJ,Canadian Western Bank (CWB) Unadjusted Stock Prices
XTSE/CPX_PR_A,Capital Power Corp (CPX_PR_A) Adjusted Stock Prices
XTSE/CUS_UADJ,Canexus Corporation (CUS) Unadjusted Stock Prices
XTSE/ECO_UADJ,EcoSynthetix Inc (ECO) Unadjusted Stock Prices
XTSE/CSD_UADJ,BlackRock Investments Canada Inc (CSD) Unadjusted Stock Prices
XTSE/CUM,Copper Mountain Mining Corporation (CUM) Adjusted Stock Prices
XTSE/CUP_U_UADJ,"Caribbean Utilities Co., Ltd. (CUP.U) Unadjusted Stock Prices"
XTSE/DCI,DirectCash Payments Inc (DCI) Adjusted Stock Prices
XTSE/FCR_UADJ,"First Capital Realty, Inc. (FCR) Unadjusted Stock Prices"
XTSE/CXN_UADJ,Chalice Gold Mines Ltd (CXN) Unadjusted Stock Prices
XTSE/DGI,Data Group Ltd (DGI) Adjusted Stock Prices
XTSE/ESN,Essential Energy Services Ltd (ESN) Adjusted Stock Prices
XTSE/DH,DH Corp (DH) Adjusted Stock Prices
XTSE/DEE_UADJ,Delphi Energy Corp. (DEE) Unadjusted Stock Prices
XTSE/DXM_UADJ,First Asset Investment Management Inc (DXM) Unadjusted Stock Prices
XTSE/DR,Medical Facilities Corp (DR) Adjusted Stock Prices
XTSE/DFN_UADJ,Dividend 15 Split Corp. (DFN) Unadjusted Stock Prices
XTSE/ENB_PR_U_UADJ,Enbridge Inc (ENB.PR.U) Unadjusted Stock Prices
XTSE/FHF,First Trust Portfolios Canada Co. (FHF) Adjusted Stock Prices
XTSE/ESP_UADJ,Espial Group Inc (ESP) Unadjusted Stock Prices
XTSE/ELD,Eldorado Gold Corp. (ELD) Adjusted Stock Prices
XTSE/DWI_WT,Dragonwave Inc (DWI_WT) Adjusted Stock Prices
XTSE/EFN,Element Financial Corp (EFN) Adjusted Stock Prices
XTSE/EFR,Energy Fuels Inc (EFR) Adjusted Stock Prices
XTSE/ELF_UADJ,E-L Financial Corporation Ltd. (ELF) Unadjusted Stock Prices
XTSE/HBF_UN,Brand Leaders Plus Income Fund (HBF_UN) Adjusted Stock Prices
XTSE/ETX,Etrion Corp (ETX) Adjusted Stock Prices
XTSE/EUR,First Trust Portfolios Canada Co. (EUR) Adjusted Stock Prices
XTSE/EQB_UADJ,Equitable Group Inc. (EQB) Unadjusted Stock Prices
XTSE/GMP_PR_B,GMP Capital Inc (GMP_PR_B) Adjusted Stock Prices
XTSE/HBL_UN_UADJ,Brand Leaders Income Fund (HBL.UN) Unadjusted Stock Prices
XTSE/ET,Evertz Technologies Limited (ET) Adjusted Stock Prices
XTSE/FFH_UADJ,"Fairfax Financial Holdings, Ltd. (FFH) Unadjusted Stock Prices"
XTSE/HER,Heron Resources NL (HER) Adjusted Stock Prices
XTSE/FFH_PR_C_UADJ,"Fairfax Financial Holdings, Ltd. (FFH.PR.C) Unadjusted Stock Prices"
XTSE/FLI_UADJ,First Asset Investment Management Inc (FLI) Unadjusted Stock Prices
XTSE/FFH_PR_D_UADJ,"Fairfax Financial Holdings, Ltd. (FFH.PR.D) Unadjusted Stock Prices"
XTSE/GZT,Gazit-Globe Ltd (GZT) Adjusted Stock Prices
XTSE/FFN,North American Financial 15 Split Corp (FFN) Adjusted Stock Prices
XTSE/GCL_UADJ,Colabor Group Inc (GCL) Unadjusted Stock Prices
XTSE/FVL_UADJ,Freegold Ventures Ltd (FVL) Unadjusted Stock Prices
XTSE/FUD_A,First Trust Portfolios Canada Co. (FUD_A) Adjusted Stock Prices
XTSE/FTS_PR_K_UADJ,Fortis Inc. (FTS.PR.K) Unadjusted Stock Prices
XTSE/FNV_WT_A,Franco-Nevada Corporation (FNV_WT_A) Adjusted Stock Prices
XTSE/FLI,First Asset Investment Management Inc (FLI) Adjusted Stock Prices
XTSE/FTS_PR_M,Fortis Inc. (FTS_PR_M) Adjusted Stock Prices
XTSE/GWO_PR_O_UADJ,Great-West Lifeco Inc. (GWO.PR.O) Unadjusted Stock Prices
XTSE/GEN,GeneNews Limited (GEN) Adjusted Stock Prices
XTSE/FRL_UN_UADJ,Senior Secured Floating Rate Loan Fund (FRL.UN) Unadjusted Stock Prices
XTSE/GWO_PR_F,Great-West Lifeco Inc. (GWO_PR_F) Adjusted Stock Prices
XTSE/HBM,Hudbay Minerals Inc. (HBM) Adjusted Stock Prices
XTSE/HBM_WT_UADJ,Hudbay Minerals Inc. (HBM.WT) Unadjusted Stock Prices
XTSE/GWO_UADJ,Great-West Lifeco Inc. (GWO) Unadjusted Stock Prices
XTSE/GBG_WT,Gibraltar Growth Corp (GBG_WT) Adjusted Stock Prices
XTSE/GBG_A,Gibraltar Growth Corp (GBG_A) Adjusted Stock Prices
XTSE/GIF_UN_UADJ,Global Infrastructure Dividend Fund (GIF.UN) Unadjusted Stock Prices
XTSE/GCG_A_UADJ,Guardian Capital Group Ltd. (GCG.A) Unadjusted Stock Prices
XTSE/GEI,Gibson Energy Inc (GEI) Adjusted Stock Prices
XTSE/HGI_UN,Global Advantaged Telecom & Utilities Income Fund (HGI_UN) Adjusted Stock Prices
XTSE/HTA_UN,Tech Achievers Growth & Income Fund (HTA_UN) Adjusted Stock Prices
XTSE/GXE_UADJ,Gear Energy Ltd (GXE) Unadjusted Stock Prices
XTSE/HAJ_A_UADJ,Horizons ETFs Management (Canada) Inc (HAJ.A) Unadjusted Stock Prices
XTSE/HEF_A,Horizons ETFs Management (Canada) Inc (HEF_A) Adjusted Stock Prices
XTSE/GSY_UADJ,Goeasy Ltd (GSY) Unadjusted Stock Prices
XTSE/HMM_A_UADJ,Hammond Manufacturing Co. Ltd. (HMM.A) Unadjusted Stock Prices
XTSE/GSC_UADJ,Golden Star Resources Ltd. (GSC) Unadjusted Stock Prices
XTSE/HEA_V,Horizons ETFs Management (Canada) Inc (HEA_V) Adjusted Stock Prices
XTSE/IBG_UADJ,IBI Group Inc (IBG) Unadjusted Stock Prices
XTSE/IGM_PR_B_UADJ,IGM Financial Inc. (IGM.PR.B) Unadjusted Stock Prices
XTSE/INE_PR_A,Innergex Renewable Energy Inc (INE_PR_A) Adjusted Stock Prices
XTSE/HEN_UN_UADJ,Energy Leaders Income Fund (HEN.UN) Unadjusted Stock Prices
XTSE/HEA_U_UADJ,Horizons ETFs Management (Canada) Inc (HEA.U) Unadjusted Stock Prices
XTSE/HFD_UADJ,Horizons ETFs Management (Canada) Inc (HFD) Unadjusted Stock Prices
XTSE/HMP_A,AlphaPro Management Inc (HMP_A) Adjusted Stock Prices
XTSE/HPR_A_UADJ,Horizons ETFs Management (Canada) Inc (HPR.A) Unadjusted Stock Prices
XTSE/HSE_PR_B_UADJ,Husky Energy Inc. (HSE.PR.B) Unadjusted Stock Prices
XTSE/HHF_A,Horizons ETFs Management (Canada) Inc (HHF_A) Adjusted Stock Prices
XTSE/IBG,IBI Group Inc (IBG) Adjusted Stock Prices
XTSE/IGG,Innova Gaming Group Inc (IGG) Adjusted Stock Prices
XTSE/ITH_UADJ,International Tower Hill Mines Ltd (ITH) Unadjusted Stock Prices
XTSE/HEJ,Horizons ETFs Management (Canada) Inc (HEJ) Adjusted Stock Prices
XTSE/MUX,McEwen Mining Inc (MUX) Adjusted Stock Prices
XTSE/HUL_UN,US Buyback Leaders Fund (HUL_UN) Adjusted Stock Prices
XTSE/HXF_UADJ,Horizons ETFs Management (Canada) Inc (HXF) Unadjusted Stock Prices
XTSE/IRG_WT_UADJ,Imvescor Restaurant Group Inc (IRG.WT) Unadjusted Stock Prices
XTSE/HOG,Horizons ETFs Management (Canada) Inc (HOG) Adjusted Stock Prices
XTSE/HUF_V_UADJ,Horizons ETFs Management (Canada) Inc (HUF.V) Unadjusted Stock Prices
XTSE/IDX_UN,Indexplus Income Fund (IDX_UN) Adjusted Stock Prices
XTSE/HXE,Horizons ETFs Management (Canada) Inc (HXE) Adjusted Stock Prices
XTSE/HXT_UADJ,Horizons ETFs Management (Canada) Inc (HXT) Unadjusted Stock Prices
XTSE/IPL,Inter Pipeline Ltd (IPL) Adjusted Stock Prices
XTSE/HUS_U,Horizons ETFs Management (Canada) Inc (HUS_U) Adjusted Stock Prices
XTSE/IMP_UADJ,Intermap Technologies Corp. (IMP) Unadjusted Stock Prices
XTSE/ISV,Information Services Corp (ISV) Adjusted Stock Prices
XTSE/INQ,Inscape Corp. (INQ) Adjusted Stock Prices
XTSE/HSE_PR_A_UADJ,Husky Energy Inc. (HSE.PR.A) Unadjusted Stock Prices
XTSE/HSB_PR_D,HSBC Bank Canada (HSB_PR_D) Adjusted Stock Prices
XTSE/ITH,International Tower Hill Mines Ltd (ITH) Adjusted Stock Prices
XTSE/LFE_PR_B,Canadian Life Companies Split Corp (LFE_PR_B) Adjusted Stock Prices
XTSE/IAC_WT,INFOR Acquisition Corp (IAC_WT) Adjusted Stock Prices
XTSE/INV,INV Metals Inc (INV) Adjusted Stock Prices
XTSE/IAC_WT_UADJ,INFOR Acquisition Corp (IAC.WT) Unadjusted Stock Prices
XTSE/IFC,Intact Financial Corp (IFC) Adjusted Stock Prices
XTSE/IRG_UADJ,Imvescor Restaurant Group Inc (IRG) Unadjusted Stock Prices
XTSE/JOY,Journey Energy Inc (JOY) Adjusted Stock Prices
XTSE/INC_UN_UADJ,Income Financial Trust (INC.UN) Unadjusted Stock Prices
XTSE/LCS_PR_A,Brompton Lifeco Split Corp. (LCS_PR_A) Adjusted Stock Prices
XTSE/MFC_PR_J_UADJ,Manulife Financial Corp. (MFC.PR.J) Unadjusted Stock Prices
XTSE/RIE,RBC Global Asset Management Inc (RIE) Adjusted Stock Prices
XTSE/HXS,Horizons ETFs Management (Canada) Inc (HXS) Adjusted Stock Prices
XTSE/LBS_PR_A_UADJ,Life & Banc Split Corp (LBS.PR.A) Unadjusted Stock Prices
XTSE/III_UADJ,Imperial Metals Corp. (III) Unadjusted Stock Prices
XTSE/ISL_U_UADJ,Voya Floating Rate Senior Loan Fund (ISL.U) Unadjusted Stock Prices
XTSE/IAE,Ithaca Energy Inc (IAE) Adjusted Stock Prices
XTSE/IT,Intertain Group Limited (IT) Adjusted Stock Prices
XTSE/IGM_UADJ,IGM Financial Inc. (IGM) Unadjusted Stock Prices
XTSE/LGC,Luna Gold Corp. (LGC) Adjusted Stock Prices
XTSE/LUG_UADJ,Lundin Gold Inc (LUG) Unadjusted Stock Prices
XTSE/PD,Precision Drilling Corp (PD) Adjusted Stock Prices
XTSE/PFD_UN_UADJ,Limited Duration Investment Grade Preferred Securities Fund (PFD.UN) Unadjusted Stock Prices
XTSE/P,Primero Mining Corp (P) Adjusted Stock Prices
XTSE/PEY_UADJ,Peyto Exploration & Development Corp. (PEY) Unadjusted Stock Prices
XTSE/PXU,Invesco Canada Ltd (PXU) Adjusted Stock Prices
XTSE/QRD_UADJ,Questrade Wealth Management Inc (QRD) Unadjusted Stock Prices
XTSE/KDX,Klondex Mines Ltd. (KDX) Adjusted Stock Prices
XTSE/KXS_UADJ,Kinaxis Inc (KXS) Unadjusted Stock Prices
XTSE/LOW_UN_UADJ,Low Volatility Canadian Equities Income Fund (LOW.UN) Unadjusted Stock Prices
XTSE/MTY,MTY Food Group Inc. (MTY) Adjusted Stock Prices
XTSE/MHY_UN_UADJ,Marret High Yield Strategies Fund (MHY.UN) Unadjusted Stock Prices
XTSE/PHR,Purpose Investments Inc (PHR) Adjusted Stock Prices
XTSE/KGI,Kirkland Lake Gold Inc (KGI) Adjusted Stock Prices
XTSE/MEQ_UADJ,Mainstreet Equity Corp (MEQ) Unadjusted Stock Prices
XTSE/NXF_B,First Asset Investment Management Inc (NXF_B) Adjusted Stock Prices
XTSE/KOR_UADJ,Corvus Gold Inc (KOR) Unadjusted Stock Prices
XTSE/KWH_UN_UADJ,Crius Energy Trust (KWH.UN) Unadjusted Stock Prices
XTSE/LEX,Lexam VG Gold Inc (LEX) Adjusted Stock Prices
XTSE/LCS,Brompton Lifeco Split Corp. (LCS) Adjusted Stock Prices
XTSE/MDA,MacDonald Dettwiler & Associates Ltd. (MDA) Adjusted Stock Prices
XTSE/MMM_UADJ,Minco Gold Corporation (MMM) Unadjusted Stock Prices
XTSE/MX,Methanex Corp. (MX) Adjusted Stock Prices
XTSE/MLF_UN,Moneda LatAm Fixed Income Fund (MLF_UN) Adjusted Stock Prices
XTSE/PHE_B_UADJ,Purpose Investments Inc (PHE.B) Unadjusted Stock Prices
XTSE/LN,Loncor Resources Inc (LN) Adjusted Stock Prices
XTSE/MAR_UADJ,Marret Resource Corp (MAR) Unadjusted Stock Prices
XTSE/MBC_WT_UADJ,MBAC Fertilizer Corp (MBC.WT) Unadjusted Stock Prices
XTSE/MFR_UN_UADJ,Manulife Floating Rate Senior Loan Fund (MFR.UN) Unadjusted Stock Prices
XTSE/MMF_UN_UADJ,Marret Multi-Strategy Income Fund (MMF.UN) Unadjusted Stock Prices
XTSE/NGD_UADJ,New Gold Inc (NGD) Unadjusted Stock Prices
XTSE/MXF,First Asset Investment Management Inc (MXF) Adjusted Stock Prices
XTSE/NGI_UN_UADJ,NDX Growth & Income Fund (NGI.UN) Unadjusted Stock Prices
XTSE/MIF_UN,Marquest Canadian Equity Income Fund (MIF_UN) Adjusted Stock Prices
XTSE/PFT_UN_UADJ,Canadian Preferred Share Trust (PFT.UN) Unadjusted Stock Prices
XTSE/MFC_PR_G,Manulife Financial Corp. (MFC_PR_G) Adjusted Stock Prices
XTSE/NA,National Bank Of Canada (NA) Adjusted Stock Prices
XTSE/NCU,Nevada Copper Corp. (NCU) Adjusted Stock Prices
XTSE/ONC,"Oncolytics Biotech, Inc. (ONC) Adjusted Stock Prices"
XTSE/MLE_UN_UADJ,Moneda LatAm Growth Fund (MLE.UN) Unadjusted Stock Prices
XTSE/NB,NioCorp Developments Ltd (NB) Adjusted Stock Prices
XTSE/OCS_UN,OCP Credit Strategy Fund (OCS_UN) Adjusted Stock Prices
XTSE/NCC_B,Newfoundland Capital Corp. Ltd. (NCC_B) Adjusted Stock Prices
XTSE/OSP_UADJ,Brompton Oil Split Corp (OSP) Unadjusted Stock Prices
XTSE/PIH_UADJ,Pacific Insight Electronics Corp (PIH) Unadjusted Stock Prices
XTSE/PIC_A_UADJ,Premium Income Corp. (PIC.A) Unadjusted Stock Prices
XTSE/NPI_PR_C_UADJ,Northland Power Inc. (NPI.PR.C) Unadjusted Stock Prices
XTSE/OSP_PR_A_UADJ,Brompton Oil Split Corp (OSP.PR.A) Unadjusted Stock Prices
XTSE/NTB_UADJ,Neptune Technologies & Bioressources Inc. (NTB) Unadjusted Stock Prices
XTSE/OVI_B_UADJ,Ovivo Inc (OVI.B) Unadjusted Stock Prices
XTSE/PER_UADJ,Perk.com Inc (PER) Unadjusted Stock Prices
XTSE/PDL_UADJ,North American Palladium Ltd. (PDL) Unadjusted Stock Prices
XTSE/PJC_A,Jean Coutu Group (PJC_A) Adjusted Stock Prices
XTSE/PSI,Pason Systems Inc. (PSI) Adjusted Stock Prices
XTSE/QSR,Restaurant Brands International Inc (QSR) Adjusted Stock Prices
XTSE/PLG,Pilot Gold Inc (PLG) Adjusted Stock Prices
XTSE/PRQ,Petrus Resources ltd (PRQ) Adjusted Stock Prices
XTSE/PWC_PR_A,PWC Capital Inc (PWC_PR_A) Adjusted Stock Prices
XTSE/PAY_UADJ,Posera Ltd (PAY) Unadjusted Stock Prices
XTSE/PFL_UADJ,Invesco Canada Ltd (PFL) Unadjusted Stock Prices
XTSE/PIC_A,Premium Income Corp. (PIC_A) Adjusted Stock Prices
XTSE/PSD,Pulse Seismic Inc (PSD) Adjusted Stock Prices
XTSE/QBR_B_UADJ,Quebecor Inc. (QBR.B) Unadjusted Stock Prices
XTSE/PWF_PR_I,Power Financial Corporation (PWF_PR_I) Adjusted Stock Prices
XTSE/PFD_U,Limited Duration Investment Grade Preferred Securities Fund (PFD_U) Adjusted Stock Prices
XTSE/PNP_UADJ,Pinetree Capital Ltd. (PNP) Unadjusted Stock Prices
XTSE/PHE,Purpose Investments Inc (PHE) Adjusted Stock Prices
XTSE/POT,Potash Corp. Of Saskatchewan Inc. (POT) Adjusted Stock Prices
XTSE/PWC_PR_B_UADJ,PWC Capital Inc (PWC.PR.B) Unadjusted Stock Prices
XTSE/PLG_UADJ,Pilot Gold Inc (PLG) Unadjusted Stock Prices
XTSE/PNT_UADJ,CPI Card Group Inc (PNT) Unadjusted Stock Prices
XTSE/PLZ_UN,Plaza Retail REIT (PLZ_UN) Adjusted Stock Prices
XTSE/PPL_PR_K,Pembina Pipeline Corporation (PPL_PR_K) Adjusted Stock Prices
XTSE/POW_PR_A,Power Corp. Of Canada (POW_PR_A) Adjusted Stock Prices
XTSE/SBB,Sabina Gold & Silver Corp (SBB) Adjusted Stock Prices
XTSE/SCW_UN,Canso Select Opportunities Fund (SCW_UN) Adjusted Stock Prices
XTSE/QRI_UADJ,Questrade Wealth Management Inc (QRI) Unadjusted Stock Prices
XTSE/PWF_PR_S_UADJ,Power Financial Corporation (PWF.PR.S) Unadjusted Stock Prices
XTSE/QQC,Invesco Canada Ltd (QQC) Adjusted Stock Prices
XTSE/RY_PR_Q_UADJ,Royal Bank Of Canada (RY.PR.Q) Unadjusted Stock Prices
XTSE/RON_UADJ,Rona Inc. (RON) Unadjusted Stock Prices
XTSE/QGE_UADJ,Questrade Wealth Management Inc (QGE) Unadjusted Stock Prices
XTSE/RCE_UADJ,RBC Global Asset Management Inc (RCE) Unadjusted Stock Prices
XTSE/TCK_A_UADJ,Teck Resources Ltd (TCK.A) Unadjusted Stock Prices
XTSE/TLF_UN,Tech Leaders Income Fund (TLF_UN) Adjusted Stock Prices
XTSE/QMV,Questrade Wealth Management Inc (QMV) Adjusted Stock Prices
XTSE/RHS,RBC Global Asset Management Inc (RHS) Adjusted Stock Prices
XTSE/RQF,RBC Global Asset Management Inc (RQF) Adjusted Stock Prices
XTSE/RWW_A,First Asset Investment Management Inc (RWW_A) Adjusted Stock Prices
XTSE/RBA_UADJ,Ritchie Bros Auctioneers Inc (RBA) Unadjusted Stock Prices
XTSE/REF_UN,Canadian Real Estate Investment Trust (REF_UN) Adjusted Stock Prices
XTSE/RQI_UADJ,RBC Global Asset Management Inc (RQI) Unadjusted Stock Prices
XTSE/RCH,Richelieu Hardware Ltd. (RCH) Adjusted Stock Prices
XTSE/RCI_B,Rogers Communications Inc. (RCI_B) Adjusted Stock Prices
XTSE/SBT_UN_UADJ,Silver Bullion Trust (SBT.UN) Unadjusted Stock Prices
XTSE/RHP,RBC Global Asset Management Inc (RHP) Adjusted Stock Prices
XTSE/SLF_PR_G_UADJ,"Sun Life Financial, Inc. (SLF.PR.G) Unadjusted Stock Prices"
XTSE/RXD,RBC Global Asset Management Inc (RXD) Adjusted Stock Prices
XTSE/SKG_UN_UADJ,Skylon Growth & Income Trust (SKG.UN) Unadjusted Stock Prices
XTSE/SSL,Sandstorm Gold Ltd (SSL) Adjusted Stock Prices
XTSE/TD_PR_Y_UADJ,Toronto Dominion Bank (TD.PR.Y) Unadjusted Stock Prices
XTSE/RMP_UADJ,RMP Energy Inc (RMP) Unadjusted Stock Prices
XTSE/SW_UADJ,Sierra Wireless Inc (SW) Unadjusted Stock Prices
XTSE/RY_PR_K,Royal Bank Of Canada (RY_PR_K) Adjusted Stock Prices
XTSE/SHE,Sphere Investment Management Inc (SHE) Adjusted Stock Prices
XTSE/SLF_PR_B,"Sun Life Financial, Inc. (SLF_PR_B) Adjusted Stock Prices"
XTSE/RNW_UADJ,TransAlta Renewables Inc (RNW) Unadjusted Stock Prices
XTSE/RXD_U_UADJ,RBC Global Asset Management Inc (RXD.U) Unadjusted Stock Prices
XTSE/RY_PR_L,Royal Bank Of Canada (RY_PR_L) Adjusted Stock Prices
XTSE/SLF_PR_E,"Sun Life Financial, Inc. (SLF_PR_E) Adjusted Stock Prices"
XTSE/SJ,Stella-Jones Inc. (SJ) Adjusted Stock Prices
XTSE/SVM_UADJ,Silvercorp Metals Inc (SVM) Unadjusted Stock Prices
XTSE/TCM_UADJ,Thompson Creek Metals Company Inc (TCM) Unadjusted Stock Prices
XTSE/RWW_UADJ,First Asset Investment Management Inc (RWW) Unadjusted Stock Prices
XTSE/SMA,SMART Technologies Inc. (SMA) Adjusted Stock Prices
XTSE/SVC_UADJ,Sandvine Corp (SVC) Unadjusted Stock Prices
XTSE/SBN_PR_A_UADJ,S Split Corp. (SBN.PR.A) Unadjusted Stock Prices
XTSE/RWW_D_UADJ,First Asset Investment Management Inc (RWW.D) Unadjusted Stock Prices
XTSE/RWU_B_UADJ,First Asset Investment Management Inc (RWU.B) Unadjusted Stock Prices
XTSE/TCL_B_UADJ,"Transcontinental, Inc. (TCL.B) Unadjusted Stock Prices"
XTSE/TGO_UADJ,TeraGo Inc. (TGO) Unadjusted Stock Prices
XTSE/URE,Ur-Energy Inc. (URE) Adjusted Stock Prices
XTSE/RWW_A_UADJ,First Asset Investment Management Inc (RWW.A) Unadjusted Stock Prices
XTSE/SCU_UADJ,Second Cup Ltd (SCU) Unadjusted Stock Prices
XTSE/TD_PF_B,Toronto Dominion Bank (TD_PF_B) Adjusted Stock Prices
XTSE/SSF_UN,Symphony Floating Rate Senior Loan Fund (SSF_UN) Adjusted Stock Prices
XTSE/SVC,Sandvine Corp (SVC) Adjusted Stock Prices
XTSE/SKG_UN,Skylon Growth & Income Trust (SKG_UN) Adjusted Stock Prices
XTSE/RY_PR_L_UADJ,Royal Bank Of Canada (RY.PR.L) Unadjusted Stock Prices
XTSE/SHU_UADJ,Sphere Investment Management Inc (SHU) Unadjusted Stock Prices
XTSE/SMU_UN_UADJ,Summit Industrial Income REIT (SMU.UN) Unadjusted Stock Prices
XTSE/TTP_UADJ,TD Asset Management Inc (TTP) Unadjusted Stock Prices
XTSE/SCL,ShawCor Ltd. (SCL) Adjusted Stock Prices
XTSE/SRV_UN_UADJ,SIR Royalty Income Fund (SRV.UN) Unadjusted Stock Prices
XTSE/TH_WT_UADJ,Theratechnologies Inc. (TH.WT) Unadjusted Stock Prices
XTSE/TMD_UADJ,Titan Medical Inc (TMD) Unadjusted Stock Prices
XTSE/SII_UADJ,Sprott Inc (SII) Unadjusted Stock Prices
