XTSE/CSW_A,Corby Spirit and Wine Ltd (CSW_A) Adjusted Stock Prices
XTSE/CXF_A_UADJ,First Asset Investment Management Inc (CXF.A) Unadjusted Stock Prices
XTSE/CG,Centerra Gold Inc. (CG) Adjusted Stock Prices
XTSE/COM,Cardiome Pharma Corp. (COM) Adjusted Stock Prices
XTSE/CU_PR_I_UADJ,Canadian Utilities Ltd. (CU.PR.I) Unadjusted Stock Prices
XTSE/CGG,China Gold International Resources Corp Ltd (CGG) Adjusted Stock Prices
XTSE/DOO_UADJ,BRP Inc (DOO) Unadjusted Stock Prices
XTSE/CFP_UADJ,Canfor Corp. (CFP) Unadjusted Stock Prices
XTSE/DBO,D-Box Technologies Inc. (DBO) Adjusted Stock Prices
XTSE/CHH_UADJ,Centric Health Corp (CHH) Unadjusted Stock Prices
XTSE/CNE,Canacol Energy Ltd (CNE) Adjusted Stock Prices
XTSE/CRH,CRH Medical Corporation (CRH) Adjusted Stock Prices
XTSE/CHR_B,Chorus Aviation Inc (CHR_B) Adjusted Stock Prices
XTSE/COW_A_UADJ,BlackRock Investments Canada Inc (COW.A) Unadjusted Stock Prices
XTSE/CRN_UADJ,Crown Capital Partners Inc (CRN) Unadjusted Stock Prices
XTSE/GH,Gamehost Inc (GH) Adjusted Stock Prices
XTSE/CNT_UADJ,Century Global Commodities Corp (CNT) Unadjusted Stock Prices
XTSE/CPD,BlackRock Investments Canada Inc (CPD) Adjusted Stock Prices
XTSE/ENB_PR_F,Enbridge Inc (ENB_PR_F) Adjusted Stock Prices
XTSE/CRP_UADJ,Ceres Global Ag Corp (CRP) Unadjusted Stock Prices
XTSE/CSU,Constellation Software Inc (CSU) Adjusted Stock Prices
XTSE/CRQ_A,BlackRock Investments Canada Inc (CRQ_A) Adjusted Stock Prices
XTSE/CWB,Canadian Western Bank (CWB) Adjusted Stock Prices
XTSE/DFN,Dividend 15 Split Corp. (DFN) Adjusted Stock Prices
XTSE/EMA_UADJ,Emera Inc. (EMA) Unadjusted Stock Prices
XTSE/CYH_A,BlackRock Investments Canada Inc (CYH_A) Adjusted Stock Prices
XTSE/DF_PR_A,Dividend 15 Split Corp. II (DF_PR_A) Adjusted Stock Prices
XTSE/HYD,Hyduke Energy Services Inc. (HYD) Adjusted Stock Prices
XTSE/LB,Laurentian Bank Of Canada (LB) Adjusted Stock Prices
XTSE/DGS_UADJ,Dividend Growth Split Corp (DGS) Unadjusted Stock Prices
XTSE/GMP_UADJ,GMP Capital Inc (GMP) Unadjusted Stock Prices
XTSE/HEE,Horizons ETFs Management (Canada) Inc (HEE) Adjusted Stock Prices
XTSE/KEY_UADJ,Keyera Corp (KEY) Unadjusted Stock Prices
XTSE/DIV,Diversified Royalty Corp (DIV) Adjusted Stock Prices
XTSE/FNM_UN_UADJ,First National Mortgage Investment Fund (FNM.UN) Unadjusted Stock Prices
XTSE/FRX,Fennec Pharmaceuticals Inc (FRX) Adjusted Stock Prices
XTSE/DNA_WT_A,Dalradian Resources Inc (DNA_WT_A) Adjusted Stock Prices
XTSE/FAO_A,First Asset Investment Management Inc (FAO_A) Adjusted Stock Prices
XTSE/DNG,Dynacor Gold Mines Inc (DNG) Adjusted Stock Prices
XTSE/DRT,DIRTT Environmental Solutions Ltd (DRT) Adjusted Stock Prices
XTSE/GIB_A,"CGI Group, Inc. (GIB_A) Adjusted Stock Prices"
XTSE/EFN_PR_E_UADJ,Element Financial Corp (EFN.PR.E) Unadjusted Stock Prices
XTSE/GLG_UADJ,GLG Life Tech Corporation (GLG) Unadjusted Stock Prices
XTSE/HIX_UADJ,Horizons ETFs Management (Canada) Inc (HIX) Unadjusted Stock Prices
XTSE/HSE_PR_C_UADJ,Husky Energy Inc. (HSE.PR.C) Unadjusted Stock Prices
XTSE/EMA,Emera Inc. (EMA) Adjusted Stock Prices
XTSE/MBC,MBAC Fertilizer Corp (MBC) Adjusted Stock Prices
XTSE/OSF_UN_UADJ,Oil Sands Sector Fund (OSF.UN) Unadjusted Stock Prices
XTSE/PSG_UADJ,Performance Sports Group Ltd (PSG) Unadjusted Stock Prices
XTSE/ENB_PR_H_UADJ,Enbridge Inc (ENB.PR.H) Unadjusted Stock Prices
XTSE/FFN_UADJ,North American Financial 15 Split Corp (FFN) Unadjusted Stock Prices
XTSE/ENB_PR_H,Enbridge Inc (ENB_PR_H) Adjusted Stock Prices
XTSE/HBG_UADJ,Hamilton Capital Partners Inc (HBG) Unadjusted Stock Prices
XTSE/KAT_UADJ,Katanga Mining Limited (KAT) Unadjusted Stock Prices
XTSE/GII_UN_UADJ,Global Diversified Investment Grade Income Trust II. (GII.UN) Unadjusted Stock Prices
XTSE/GPR,Great Panther Silver Ltd (GPR) Adjusted Stock Prices
XTSE/EUR_A_UADJ,First Trust Portfolios Canada Co. (EUR.A) Unadjusted Stock Prices
XTSE/EVT_UADJ,Economic Investment Trust Limited (EVT) Unadjusted Stock Prices
XTSE/FFH_PR_I,"Fairfax Financial Holdings, Ltd. (FFH_PR_I) Adjusted Stock Prices"
XTSE/GBU_UADJ,Gabriel Resources Ltd. (GBU) Unadjusted Stock Prices
XTSE/GO,Mogo Finance Technology Inc (GO) Adjusted Stock Prices
XTSE/GTE,Gran Tierra Energy Inc (GTE) Adjusted Stock Prices
XTSE/GWR,Global Water Resources Inc (GWR) Adjusted Stock Prices
XTSE/FTP,Fortress Paper Ltd. (FTP) Adjusted Stock Prices
XTSE/GRP_PR_A,Global Resource Champions Split Corp (GRP_PR_A) Adjusted Stock Prices
XTSE/GVC_RT,Glacier Media Inc (GVC_RT) Adjusted Stock Prices
XTSE/HFR_A,Horizons ETFs Management (Canada) Inc (HFR_A) Adjusted Stock Prices
XTSE/LB_PR_J_UADJ,Laurentian Bank Of Canada (LB.PR.J) Unadjusted Stock Prices
XTSE/FIE,BlackRock Investments Canada Inc (FIE) Adjusted Stock Prices
XTSE/GCL,Colabor Group Inc (GCL) Adjusted Stock Prices
XTSE/HBF_UN_UADJ,Brand Leaders Plus Income Fund (HBF.UN) Unadjusted Stock Prices
XTSE/HUF_U_UADJ,Horizons ETFs Management (Canada) Inc (HUF.U) Unadjusted Stock Prices
XTSE/FN_PR_B_UADJ,First National Financial Corporation (FN.PR.B) Unadjusted Stock Prices
XTSE/FTS_PR_G_UADJ,Fortis Inc. (FTS.PR.G) Unadjusted Stock Prices
XTSE/FUD,First Trust Portfolios Canada Co. (FUD) Adjusted Stock Prices
XTSE/HGY_UADJ,Horizons ETFs Management (Canada) Inc (HGY) Unadjusted Stock Prices
XTSE/FXM,First Asset Investment Management Inc (FXM) Adjusted Stock Prices
XTSE/HAF_A_UADJ,Horizons ETFs Management (Canada) Inc (HAF.A) Unadjusted Stock Prices
XTSE/HEN_UN,Energy Leaders Income Fund (HEN_UN) Adjusted Stock Prices
XTSE/HTB,Horizons ETFs Management (Canada) Inc (HTB) Adjusted Stock Prices
XTSE/IGT,BlackRock Institutional Trust Company N.A. (IGT) Adjusted Stock Prices
XTSE/FTS_PR_K,Fortis Inc. (FTS_PR_K) Adjusted Stock Prices
XTSE/GGA,Goldgroup Mining Inc (GGA) Adjusted Stock Prices
XTSE/HAU_A_UADJ,Horizons ETFs Management (Canada) Inc (HAU.A) Unadjusted Stock Prices
XTSE/ICE,Canlan Ice Sports Corp. (ICE) Adjusted Stock Prices
XTSE/KPT_UADJ,KP Tissue Inc (KPT) Unadjusted Stock Prices
XTSE/LB_PR_H,Laurentian Bank Of Canada (LB_PR_H) Adjusted Stock Prices
XTSE/MFC_PR_B_UADJ,Manulife Financial Corp. (MFC.PR.B) Unadjusted Stock Prices
XTSE/GMO,General Moly Inc (GMO) Adjusted Stock Prices
XTSE/HAL_A_UADJ,Horizons ETFs Management (Canada) Inc (HAL.A) Unadjusted Stock Prices
XTSE/HQD,Horizons ETFs Management (Canada) Inc (HQD) Adjusted Stock Prices
XTSE/NKO,Niko Resources Ltd. (NKO) Adjusted Stock Prices
XTSE/GUY,Guyana Goldfields Inc. (GUY) Adjusted Stock Prices
XTSE/GWO_PR_M_UADJ,Great-West Lifeco Inc. (GWO.PR.M) Unadjusted Stock Prices
XTSE/HCG_UADJ,Home Capital Group Inc. (HCG) Unadjusted Stock Prices
XTSE/HFR_UADJ,Horizons ETFs Management (Canada) Inc (HFR) Unadjusted Stock Prices
XTSE/HQU_UADJ,Horizons ETFs Management (Canada) Inc (HQU) Unadjusted Stock Prices
XTSE/K,Kinross Gold Corp. (K) Adjusted Stock Prices
XTSE/HAB_A,Horizons ETFs Management (Canada) Inc (HAB_A) Adjusted Stock Prices
XTSE/HOU,Horizons ETFs Management (Canada) Inc (HOU) Adjusted Stock Prices
XTSE/NA_PR_S,National Bank Of Canada (NA_PR_S) Adjusted Stock Prices
XTSE/NRI_UADJ,Nuvo Pharmaceuticals Inc (NRI) Unadjusted Stock Prices
XTSE/PME_UADJ,Sentry Select Primary Metals Corp. (PME) Unadjusted Stock Prices
XTSE/ICE_UADJ,Canlan Ice Sports Corp. (ICE) Unadjusted Stock Prices
XTSE/MRD,Melcor Developments Ltd. (MRD) Adjusted Stock Prices
XTSE/ORT,Orbite Technologies Inc (ORT) Adjusted Stock Prices
XTSE/HEP_A_UADJ,Horizons ETFs Management (Canada) Inc (HEP.A) Unadjusted Stock Prices
XTSE/HQU,Horizons ETFs Management (Canada) Inc (HQU) Adjusted Stock Prices
XTSE/IIP_UN_UADJ,InterRent Real Estate Investment Trust (IIP.UN) Unadjusted Stock Prices
XTSE/KGI_UADJ,Kirkland Lake Gold Inc (KGI) Unadjusted Stock Prices
XTSE/MTG_UADJ,Timbercreek Senior Mortgage Investment Corp (MTG) Unadjusted Stock Prices
XTSE/HFD,Horizons ETFs Management (Canada) Inc (HFD) Adjusted Stock Prices
XTSE/HGY_A_UADJ,Horizons ETFs Management (Canada) Inc (HGY.A) Unadjusted Stock Prices
XTSE/HQD_UADJ,Horizons ETFs Management (Canada) Inc (HQD) Unadjusted Stock Prices
XTSE/MAY_UADJ,Meadow Bay Gold Corp (MAY) Unadjusted Stock Prices
XTSE/MM_UADJ,Mood Media Corp (MM) Unadjusted Stock Prices
XTSE/HHF,Horizons ETFs Management (Canada) Inc (HHF) Adjusted Stock Prices
XTSE/HVU,Horizons ETFs Management (Canada) Inc (HVU) Adjusted Stock Prices
XTSE/IAG_PR_G,Industrial Alliance Insurance and Financial Services Inc. (IAG_PR_G) Adjusted Stock Prices
XTSE/LVN,Levon Resources Ltd (LVN) Adjusted Stock Prices
XTSE/MRU,Metro Inc (MRU) Adjusted Stock Prices
XTSE/HMA_UADJ,AlphaPro Management Inc (HMA) Unadjusted Stock Prices
XTSE/HXD,Horizons ETFs Management (Canada) Inc (HXD) Adjusted Stock Prices
XTSE/HNU,Horizons ETFs Management (Canada) Inc (HNU) Adjusted Stock Prices
XTSE/HTD,Horizons ETFs Management (Canada) Inc (HTD) Adjusted Stock Prices
XTSE/HXU,Horizons ETFs Management (Canada) Inc (HXU) Adjusted Stock Prices
XTSE/IMV,ImmunoVaccine Inc (IMV) Adjusted Stock Prices
XTSE/IRG_WT,Imvescor Restaurant Group Inc (IRG_WT) Adjusted Stock Prices
XTSE/MFC_PR_L,Manulife Financial Corp. (MFC_PR_L) Adjusted Stock Prices
XTSE/NPI_PR_B_UADJ,Northland Power Inc. (NPI.PR.B) Unadjusted Stock Prices
XTSE/PBU_UN,Precious Metals Bullion Trust (PBU_UN) Adjusted Stock Prices
XTSE/HUV,Horizons ETFs Management (Canada) Inc (HUV) Adjusted Stock Prices
XTSE/LUC,Lucara Diamond Corp (LUC) Adjusted Stock Prices
XTSE/MG_UADJ,Magna International Inc. (MG) Unadjusted Stock Prices
XTSE/MXG_UADJ,Maxim Power Corp (MXG) Unadjusted Stock Prices
XTSE/ITC_UADJ,Intrinsyc Technologies Corp (ITC) Unadjusted Stock Prices
XTSE/MFC_PR_M_UADJ,Manulife Financial Corp. (MFC.PR.M) Unadjusted Stock Prices
XTSE/HXU_UADJ,Horizons ETFs Management (Canada) Inc (HXU) Unadjusted Stock Prices
XTSE/MM,Mood Media Corp (MM) Adjusted Stock Prices
XTSE/IDR_UN_UADJ,REIT Indexplus Income Fund (IDR.UN) Unadjusted Stock Prices
XTSE/LB_PR_F_UADJ,Laurentian Bank Of Canada (LB.PR.F) Unadjusted Stock Prices
XTSE/LGT_A,Logistec Corp. (LGT_A) Adjusted Stock Prices
XTSE/LTS_UADJ,Lightstream Resources Ltd (LTS) Unadjusted Stock Prices
XTSE/IFB_UN_UADJ,Investment Grade Infrastructure Bond Fund (IFB.UN) Unadjusted Stock Prices
XTSE/INN_UN_UADJ,Innvest Real Estate Investment Trust (INN.UN) Unadjusted Stock Prices
XTSE/MFC_PR_I,Manulife Financial Corp. (MFC_PR_I) Adjusted Stock Prices
XTSE/PID_UADJ,Purpose Investments Inc (PID) Unadjusted Stock Prices
XTSE/KBL,K-Bro Linen Inc (KBL) Adjusted Stock Prices
XTSE/KRN,Karnalyte Resources Inc (KRN) Adjusted Stock Prices
XTSE/LTS,Lightstream Resources Ltd (LTS) Adjusted Stock Prices
XTSE/NHC_WT,Nobilis Health Corp (NHC_WT) Adjusted Stock Prices
XTSE/PCD_UN,Pathfinder Income Fund (PCD_UN) Adjusted Stock Prices
XTSE/LGT_A_UADJ,Logistec Corp. (LGT.A) Unadjusted Stock Prices
XTSE/NHC,Nobilis Health Corp (NHC) Adjusted Stock Prices
XTSE/OR_WT,Osisko Gold Royalties Ltd (OR_WT) Adjusted Stock Prices
XTSE/PRK_UADJ,Potash Ridge Corp (PRK) Unadjusted Stock Prices
XTSE/MCB,McCoy Global Inc (MCB) Adjusted Stock Prices
XTSE/NBZ,Northern Blizzard Resources Inc (NBZ) Adjusted Stock Prices
XTSE/MRG_UN,Morguard North American Residential Real Estate Investment Trust (MRG_UN) Adjusted Stock Prices
XTSE/POW_PR_D,Power Corp. Of Canada (POW_PR_D) Adjusted Stock Prices
XTSE/RAY_A_UADJ,Stingray Digital Group Inc (RAY.A) Unadjusted Stock Prices
XTSE/RY_PR_W,Royal Bank Of Canada (RY_PR_W) Adjusted Stock Prices
XTSE/NML_UADJ,New Millennium Iron Corp (NML) Unadjusted Stock Prices
XTSE/OTC_UADJ,Open Text Corp (OTC) Unadjusted Stock Prices
XTSE/PFT_UN,Canadian Preferred Share Trust (PFT_UN) Adjusted Stock Prices
XTSE/RPD_U_UADJ,RBC Global Asset Management Inc (RPD.U) Unadjusted Stock Prices
XTSE/MRE_UADJ,"Martinrea International, Inc. (MRE) Unadjusted Stock Prices"
XTSE/PYF,Purpose Investments Inc (PYF) Adjusted Stock Prices
XTSE/NA_UADJ,National Bank Of Canada (NA) Unadjusted Stock Prices
XTSE/PBD,Purpose Investments Inc (PBD) Adjusted Stock Prices
XTSE/PGL,Invesco Canada Ltd (PGL) Adjusted Stock Prices
XTSE/RE,Rock Energy Inc. (RE) Adjusted Stock Prices
XTSE/RQG_UADJ,RBC Global Asset Management Inc (RQG) Unadjusted Stock Prices
XTSE/TCN,Tricon Capital Group Inc (TCN) Adjusted Stock Prices
XTSE/NDM,Northern Dynasty Minerals Ltd. (NDM) Adjusted Stock Prices
XTSE/PMN,ProMIS Neurosciences Inc. (PMN) Adjusted Stock Prices
XTSE/PUD,Purpose Investments Inc (PUD) Adjusted Stock Prices
XTSE/RY_PR_Q,Royal Bank Of Canada (RY_PR_Q) Adjusted Stock Prices
XTSE/SPE,Spartan Energy Corp (SPE) Adjusted Stock Prices
XTSE/VLN,"Velan, Inc. (VLN) Adjusted Stock Prices"
XTSE/ZUE,BMO Asset Management Inc (ZUE) Adjusted Stock Prices
XTSE/NCF_UADJ,Northcliff Resources Ltd (NCF) Unadjusted Stock Prices
XTSE/NPI_PR_A,Northland Power Inc. (NPI_PR_A) Adjusted Stock Prices
XTSE/QRT_UADJ,Questrade Wealth Management Inc (QRT) Unadjusted Stock Prices
XTSE/RDK,Redhawk Resources Inc. (RDK) Adjusted Stock Prices
XTSE/SLF_PR_J,"Sun Life Financial, Inc. (SLF_PR_J) Adjusted Stock Prices"
XTSE/NKO_UADJ,Niko Resources Ltd. (NKO) Unadjusted Stock Prices
XTSE/PHY_U,Sprott Physical Gold Trust (PHY_U) Adjusted Stock Prices
XTSE/REI_UN,RioCan Real Estate Investment Trust (REI_UN) Adjusted Stock Prices
XTSE/NGD_WT_A_UADJ,New Gold Inc (NGD.WT.A) Unadjusted Stock Prices
XTSE/NXF_D,First Asset Investment Management Inc (NXF_D) Adjusted Stock Prices
XTSE/ONR_UN,OneREIT. (ONR_UN) Adjusted Stock Prices
XTSE/PJC_A_UADJ,Jean Coutu Group (PJC.A) Unadjusted Stock Prices
XTSE/NLN_UADJ,NeuLion Inc (NLN) Unadjusted Stock Prices
XTSE/PD_UADJ,Precision Drilling Corp (PD) Unadjusted Stock Prices
XTSE/PGD,Peregrine Diamonds Ltd. (PGD) Adjusted Stock Prices
XTSE/TRP_PR_I_UADJ,Transcanada Corp. (TRP.PR.I) Unadjusted Stock Prices
XTSE/WEQ,WesternOne Inc (WEQ) Adjusted Stock Prices
XTSE/ZDM,BMO Asset Management Inc (ZDM) Adjusted Stock Prices
XTSE/ZQQ,BMO Asset Management Inc (ZQQ) Adjusted Stock Prices
XTSE/PFR_UN,Advantaged Preferred Share Trust (PFR_UN) Adjusted Stock Prices
XTSE/PSU_U,Purpose Investments Inc (PSU_U) Adjusted Stock Prices
XTSE/TIH,Toromont Industries Ltd. (TIH) Adjusted Stock Prices
XTSE/SEN,Serinus Energy Inc. (SEN) Adjusted Stock Prices
XTSE/TMI_B,TriMetals Mining Inc (TMI_B) Adjusted Stock Prices
XTSE/WPT_UADJ,Westport Innovations Inc (WPT) Unadjusted Stock Prices
XTSE/XUH,BlackRock Asset Management Canada Ltd (XUH) Adjusted Stock Prices
XTSE/PBI,Purpose Investments Inc (PBI) Adjusted Stock Prices
XTSE/PG_UADJ,Premier Gold Mines Ltd (PG) Unadjusted Stock Prices
XTSE/PHY_U_UADJ,Sprott Physical Gold Trust (PHY.U) Unadjusted Stock Prices
XTSE/PPL,Pembina Pipeline Corporation (PPL) Adjusted Stock Prices
XTSE/RPD_UADJ,RBC Global Asset Management Inc (RPD) Unadjusted Stock Prices
XTSE/SDY_UADJ,Strad Energy Services Ltd (SDY) Unadjusted Stock Prices
XTSE/VNR,Valener Inc (VNR) Adjusted Stock Prices
XTSE/VXM_UADJ,First Asset Investment Management Inc (VXM) Unadjusted Stock Prices
XTSE/WSP,WSP Global Inc (WSP) Adjusted Stock Prices
XTSE/PFH,Invesco Canada Ltd (PFH) Adjusted Stock Prices
XTSE/PHE_B,Purpose Investments Inc (PHE_B) Adjusted Stock Prices
XTSE/PSY_UADJ,Invesco Canada Ltd (PSY) Unadjusted Stock Prices
XTSE/PNE_UADJ,Pine Cliff Energy Ltd (PNE) Unadjusted Stock Prices
XTSE/SEC_UADJ,Senvest Capital Inc. (SEC) Unadjusted Stock Prices
XTSE/SPE_UADJ,Spartan Energy Corp (SPE) Unadjusted Stock Prices
XTSE/VNP_UADJ,5N Plus Inc (VNP) Unadjusted Stock Prices
XTSE/PMT,Perpetual Energy Inc (PMT) Adjusted Stock Prices
XTSE/RN_UADJ,Rio Novo Gold Inc (RN) Unadjusted Stock Prices
XTSE/RQD,RBC Global Asset Management Inc (RQD) Adjusted Stock Prices
XTSE/TD_PF_G,Toronto Dominion Bank (TD_PF_G) Adjusted Stock Prices
XTSE/PPL_PR_C_UADJ,Pembina Pipeline Corporation (PPL.PR.C) Unadjusted Stock Prices
XTSE/PWF_PR_O_UADJ,Power Financial Corporation (PWF.PR.O) Unadjusted Stock Prices
XTSE/QXM_A_UADJ,First Asset Investment Management Inc (QXM.A) Unadjusted Stock Prices
XTSE/RCI_A,Rogers Communications Inc. (RCI_A) Adjusted Stock Prices
XTSE/WTE_UADJ,Westshore Terminals Investment Corporation (WTE) Unadjusted Stock Prices
XTSE/PWF_PR_L_UADJ,Power Financial Corporation (PWF.PR.L) Unadjusted Stock Prices
XTSE/QRH_UADJ,Questrade Wealth Management Inc (QRH) Unadjusted Stock Prices
XTSE/RDI_UADJ,Rockwell Diamonds Inc (RDI) Unadjusted Stock Prices
XTSE/RON_PR_A_UADJ,Rona Inc. (RON.PR.A) Unadjusted Stock Prices
XTSE/SEA_UADJ,"Seabridge Gold, Inc. (SEA) Unadjusted Stock Prices"
XTSE/PSF_UN,Preferred Share Investment Trust (PSF_UN) Adjusted Stock Prices
XTSE/SHU,Sphere Investment Management Inc (SHU) Adjusted Stock Prices
XTSE/VSP_UADJ,Vanguard Investments Canada Inc (VSP) Unadjusted Stock Prices
XTSE/XEB,BlackRock Asset Management Canada Ltd (XEB) Adjusted Stock Prices
XTSE/RUD_UADJ,RBC Global Asset Management Inc (RUD) Unadjusted Stock Prices
XTSE/RXE,RBC Global Asset Management Inc (RXE) Adjusted Stock Prices
XTSE/SUM_UADJ,Solium Capital Inc (SUM) Unadjusted Stock Prices
XTSE/TCS,Tecsys Inc (TCS) Adjusted Stock Prices
XTSE/TRP_UADJ,Transcanada Corp. (TRP) Unadjusted Stock Prices
XTSE/PVS_PR_C,Partners Value Split Corp (PVS_PR_C) Adjusted Stock Prices
XTSE/SNC_UADJ,SNC - Lavalin Group Inc. (SNC) Unadjusted Stock Prices
XTSE/TOS_UADJ,TSO3 Inc. (TOS) Unadjusted Stock Prices
XTSE/TVE_UADJ,Tamarack Valley Energy Ltd (TVE) Unadjusted Stock Prices
XTSE/RHS_UADJ,RBC Global Asset Management Inc (RHS) Unadjusted Stock Prices
XTSE/SJ_UADJ,Stella-Jones Inc. (SJ) Unadjusted Stock Prices
XTSE/UXM_A_UADJ,First Asset Investment Management Inc (UXM.A) Unadjusted Stock Prices
XTSE/VSN_UADJ,Veresen Inc (VSN) Unadjusted Stock Prices
XTSE/WFC,Wall Financial Corp. (WFC) Adjusted Stock Prices
XTSE/RWE_A_UADJ,First Asset Investment Management Inc (RWE.A) Unadjusted Stock Prices
XTSE/PXS,Invesco Canada Ltd (PXS) Adjusted Stock Prices
XTSE/RHI,RBC Global Asset Management Inc (RHI) Adjusted Stock Prices
XTSE/VB_PR_A_UADJ,VersaBank. (VB.PR.A) Unadjusted Stock Prices
XTSE/RY_PR_D_UADJ,Royal Bank Of Canada (RY.PR.D) Unadjusted Stock Prices
XTSE/RY_PR_R,Royal Bank Of Canada (RY_PR_R) Adjusted Stock Prices
XTSE/SES,Secure Energy Services Inc (SES) Adjusted Stock Prices
XTSE/SIF_UN_UADJ,Strategic Income Allocation Fund (SIF.UN) Unadjusted Stock Prices
XTSE/SBN_PR_A,S Split Corp. (SBN_PR_A) Adjusted Stock Prices
XTSE/TD_PF_A_UADJ,Toronto Dominion Bank (TD.PF.A) Unadjusted Stock Prices
XTSE/TLO,Talon Metals Corp (TLO) Adjusted Stock Prices
XTSE/UST_UN_UADJ,Utility Split Trust (UST.UN) Unadjusted Stock Prices
XTSE/XEB_UADJ,BlackRock Asset Management Canada Ltd (XEB) Unadjusted Stock Prices
XTSE/SDY,Strad Energy Services Ltd (SDY) Adjusted Stock Prices
XTSE/TMD_WT_A,Titan Medical Inc (TMD_WT_A) Adjusted Stock Prices
XTSE/TS_B_UADJ,Torstar Corp. (TS.B) Unadjusted Stock Prices
XTSE/XRB_UADJ,BlackRock Asset Management Canada Ltd (XRB) Unadjusted Stock Prices
XTSE/ZJG_UADJ,BMO Asset Management Inc (ZJG) Unadjusted Stock Prices
XTSE/SLF_PR_C,"Sun Life Financial, Inc. (SLF_PR_C) Adjusted Stock Prices"
XTSE/UNG_PR_C_UADJ,Union Gas Ltd. (UNG.PR.C) Unadjusted Stock Prices
XTSE/TD_PF_C,Toronto Dominion Bank (TD_PF_C) Adjusted Stock Prices
XTSE/TPX_B_UADJ,Molson Coors Canada Inc (TPX.B) Unadjusted Stock Prices
XTSE/XYM_UN,Star Yeild Managers Trust (XYM_UN) Adjusted Stock Prices
XTSE/ZPW,BMO Asset Management Inc (ZPW) Adjusted Stock Prices
XTSE/XTD,TDb Split Corp (XTD) Adjusted Stock Prices
XTSE/TRP_PR_J_UADJ,Transcanada Corp. (TRP.PR.J) Unadjusted Stock Prices
XTSE/TV,Trevali Mining Corp (TV) Adjusted Stock Prices
XTSE/TMR_UADJ,TMAC Resources Inc (TMR) Unadjusted Stock Prices
XTSE/TET,Trilogy Energy Corp (TET) Adjusted Stock Prices
XTSE/TPU,TD Asset Management Inc (TPU) Adjusted Stock Prices
XTSE/TET_UADJ,Trilogy Energy Corp (TET) Unadjusted Stock Prices
XTSE/TMM_UADJ,Timmins Gold Corp (TMM) Unadjusted Stock Prices
XTSE/TPX_B,Molson Coors Canada Inc (TPX_B) Adjusted Stock Prices
XTSE/UTE_UN_UADJ,Canadian Utilities & Telecom Income Fund (UTE.UN) Unadjusted Stock Prices
XTSE/VXM_D_UADJ,First Asset Investment Management Inc (VXM.D) Unadjusted Stock Prices
XTSE/XFA_UADJ,BlackRock Asset Management Canada Ltd (XFA) Unadjusted Stock Prices
XTSE/ZUB_UADJ,BMO Asset Management Inc (ZUB) Unadjusted Stock Prices
XTSE/TVI,"TVI Pacific, Inc. (TVI) Adjusted Stock Prices"
XTSE/TXF_UADJ,First Asset Investment Management Inc (TXF) Unadjusted Stock Prices
XTSE/VSB_UADJ,Vanguard Investments Canada Inc (VSB) Unadjusted Stock Prices
XTSE/WTE,Westshore Terminals Investment Corporation (WTE) Adjusted Stock Prices
XTSE/ZFM_UADJ,BMO Asset Management Inc (ZFM) Unadjusted Stock Prices
XTSE/TZS,Trez Capital Senior Mortgage Investment Corp (TZS) Adjusted Stock Prices
XTSE/UXM_B,First Asset Investment Management Inc (UXM_B) Adjusted Stock Prices
XTSE/WCM_B_UADJ,Wilmington Capital Management (WCM.B) Unadjusted Stock Prices
XTSE/WXM_UADJ,First Asset Investment Management Inc (WXM) Unadjusted Stock Prices
XTSE/VGI_UN,Voya Global Income Solutions Fund. (VGI_UN) Adjusted Stock Prices
XTSE/VSN_PR_A_UADJ,Veresen Inc (VSN.PR.A) Unadjusted Stock Prices
XTSE/WFT_UADJ,"West Fraser Timber Co., Ltd. (WFT) Unadjusted Stock Prices"
XTSE/ZEO,BMO Asset Management Inc (ZEO) Adjusted Stock Prices
XTSE/VGZ,Vista Gold Corp. (VGZ) Adjusted Stock Prices
XTSE/ZEQ_UADJ,BMO Asset Management Inc (ZEQ) Unadjusted Stock Prices
XTSE/WG,Wellgreen Platinum Ltd (WG) Adjusted Stock Prices
XTSE/WN_PR_C_UADJ,George Weston Ltd. (WN.PR.C) Unadjusted Stock Prices
XTSE/ZUE_UADJ,BMO Asset Management Inc (ZUE) Unadjusted Stock Prices
XTSE/XFH,BlackRock Asset Management Canada Ltd (XFH) Adjusted Stock Prices
XTSE/ZPR,BMO Asset Management Inc (ZPR) Adjusted Stock Prices
XTSE/ZBK,BMO Asset Management Inc (ZBK) Adjusted Stock Prices
XTSE/ZFH_UADJ,BMO Asset Management Inc (ZFH) Unadjusted Stock Prices
XTSE/ZSP_U,BMO Asset Management Inc (ZSP_U) Adjusted Stock Prices
XTSE/XMS,BlackRock Asset Management Canada Ltd (XMS) Adjusted Stock Prices
XTSE/ZID_UADJ,BMO Asset Management Inc (ZID) Unadjusted Stock Prices
XTSE/ZLU,BMO Asset Management Inc (ZLU) Adjusted Stock Prices
XTSE/ZDV_UADJ,BMO Asset Management Inc (ZDV) Unadjusted Stock Prices
XTSE/XMU,BlackRock Asset Management Canada Ltd (XMU) Adjusted Stock Prices
XTSE/ABK_PR_C,Allbanc Split Corp (ABK_PR_C) Adjusted Stock Prices
XTSE/BBD_PR_D_UADJ,Bombardier Inc. (BBD.PR.D) Unadjusted Stock Prices
